food_log_id,food_id,user_id,servings,datetime
201,19,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-20 22:21:00+00
202,9,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-20 22:22:00+00
203,52,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.50,2026-08-21 04:16:00+00
204,53,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-21 04:17:00+00
205,13,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-21 04:17:00+00
206,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-21 15:46:00+00
207,39,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.50,2026-08-21 15:46:00+00
208,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-21 15:47:00+00
209,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-21 15:47:00+00
210,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-21 15:47:00+00
212,28,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-21 18:59:00+00
213,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-21 18:59:00+00
214,24,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.50,2026-08-21 19:01:00+00
215,40,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.33,2026-08-21 20:18:00+00
216,54,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-21 20:21:00+00
217,28,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-21 21:28:00+00
219,46,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.50,2026-08-22 00:05:00+00
221,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-22 17:54:00+00
222,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-22 17:54:00+00
223,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-22 17:54:00+00
224,28,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-22 17:54:00+00
225,43,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-22 19:58:00+00
226,55,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.50,2026-08-22 20:03:00+00
227,46,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.50,2026-08-22 20:36:00+00
228,30,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.50,2026-08-23 00:28:00+00
230,56,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-23 00:31:00+00
231,46,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-23 00:32:00+00
232,30,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.75,2026-08-23 00:32:00+00
233,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-23 00:33:00+00
234,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-23 18:20:00+00
235,13,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-23 18:21:00+00
236,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-23 18:21:00+00
237,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-23 18:21:00+00
238,15,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-23 18:21:00+00
239,54,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-23 18:25:00+00
240,48,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.60,2026-08-23 20:36:00+00
241,24,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.50,2026-08-23 20:37:00+00
242,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-23 20:38:00+00
243,18,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.25,2026-08-23 23:36:00+00
244,23,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-23 23:36:00+00
245,15,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-24 03:13:00+00
246,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-24 18:28:00+00
247,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-24 18:28:00+00
248,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-24 18:29:00+00
249,21,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-24 18:29:00+00
250,18,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.33,2026-08-24 18:29:00+00
251,23,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-24 18:30:00+00
252,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-24 20:36:00+00
254,46,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.75,2026-08-25 00:40:00+00
256,26,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-25 00:41:00+00
257,27,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-25 17:23:00+00
258,26,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-25 17:25:00+00
259,32,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-25 17:25:00+00
260,29,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-25 17:57:00+00
261,24,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.87,2026-08-26 00:14:00+00
264,11,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-26 00:16:00+00
265,57,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-26 00:29:00+00
267,18,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.67,2026-08-26 06:03:00+00
268,19,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-26 06:04:00+00
269,23,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.50,2026-08-26 06:05:00+00
270,42,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-26 06:14:00+00
271,58,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-26 18:00:00+00
272,26,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-26 18:01:00+00
273,27,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-26 18:01:00+00
277,39,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-27 01:30:00+00
281,19,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-27 03:16:00+00
282,11,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.40,2026-08-27 03:16:00+00
285,42,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,4.00,2026-08-27 03:17:00+00
286,29,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-27 15:28:00+00
287,26,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-27 15:29:00+00
289,59,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-27 15:31:00+00
290,19,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-27 18:41:00+00
291,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-27 18:42:00+00
294,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-27 18:43:00+00
295,27,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-27 20:25:00+00
296,33,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-27 20:25:00+00
297,13,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-27 20:26:00+00
298,21,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-28 03:14:00+00
299,60,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.65,2026-08-28 03:20:00+00
302,51,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-28 03:22:00+00
303,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-28 18:18:00+00
304,39,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-28 18:18:00+00
305,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-28 18:19:00+00
306,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-28 18:19:00+00
307,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-28 18:19:00+00
309,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-28 18:20:00+00
311,51,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,4.00,2026-08-28 20:39:00+00
312,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-28 22:17:00+00
314,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-29 05:18:00+00
315,46,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-29 05:19:00+00
316,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-29 17:50:00+00
317,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-29 17:50:00+00
318,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-29 17:50:00+00
319,58,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-29 17:51:00+00
320,26,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-29 17:51:00+00
321,30,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-29 17:52:00+00
322,43,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-29 23:35:00+00
323,61,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-29 23:38:00+00
324,62,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-29 23:59:00+00
325,63,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.75,2026-08-29 23:59:00+00
328,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-30 00:17:00+00
329,51,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,3.00,2026-08-30 03:39:00+00
330,40,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.25,2026-08-30 03:40:00+00
331,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-30 17:32:00+00
332,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-30 17:32:00+00
333,13,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-30 17:32:00+00
334,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-30 17:33:00+00
335,21,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-30 17:33:00+00
337,61,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.33,2026-08-30 18:41:00+00
340,15,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-30 18:47:00+00
341,37,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-30 21:46:00+00
342,9,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-30 21:47:00+00
343,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-30 21:47:00+00
344,46,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-30 21:48:00+00
345,38,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,0.25,2026-08-30 21:51:00+00
346,51,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-30 23:42:00+00
347,54,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-30 23:43:00+00
348,39,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-31 02:37:00+00
349,12,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-31 16:33:00+00
350,10,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-31 16:33:00+00
351,13,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-31 16:33:00+00
352,21,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-31 16:33:00+00
353,14,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,2.00,2026-08-31 16:33:00+00
354,9,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-31 16:34:00+00
355,16,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-31 16:35:00+00
356,64,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.00,2026-08-31 20:45:00+00
357,18,d4f24e1d-d554-45f2-a0bf-e9b217f27bec,1.25,2026-08-31 23:31:00+00
